File_path,filter_idx
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1537.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1538.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1539.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1540.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1541.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1542.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1543.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1544.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1545.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1546.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1547.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1548.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1549.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1550.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1551.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1552.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1553.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1554.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1555.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1556.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1557.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1558.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1559.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1560.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1561.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1562.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1563.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1564.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1565.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1566.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1567.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1568.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1569.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1570.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1571.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1572.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1573.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1574.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1575.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1576.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1577.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1578.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1579.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1580.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1581.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1582.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1583.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1584.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1585.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1586.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1587.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1588.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1589.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1590.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1591.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1592.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1593.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1594.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1595.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1596.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1597.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1598.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1599.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1600.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1601.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1602.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1603.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1604.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1605.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1606.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1607.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1608.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1609.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1610.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1611.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1612.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1613.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1614.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1615.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1616.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1617.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1618.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1619.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1620.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1621.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1622.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1623.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1624.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1625.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1626.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1627.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1628.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1629.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1630.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1631.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1632.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1633.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1634.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1635.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1636.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1637.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1638.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1639.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1640.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1641.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1642.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1643.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1644.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1645.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1646.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1647.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1648.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1649.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1650.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1651.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1652.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1653.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1654.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1655.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1656.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1657.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1658.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1659.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1660.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1661.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1662.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1663.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1664.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1665.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1666.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1667.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1668.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1669.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1670.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1671.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1672.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1673.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1674.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1675.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1676.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1677.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1678.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1679.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1680.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1681.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1682.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1683.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1684.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1685.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1686.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1687.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1688.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1689.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1690.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1691.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1692.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1693.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1694.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1695.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1696.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1697.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1698.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1699.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1700.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1701.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1702.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1703.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1704.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1705.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1706.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1707.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1708.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1709.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1710.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1711.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1712.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1713.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1714.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1715.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1716.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1717.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1718.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1719.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1720.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1721.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1722.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1723.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1724.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1725.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1726.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1727.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1728.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1729.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1730.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1731.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1732.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1733.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1734.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1735.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1736.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1737.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1738.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1739.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1740.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1741.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1742.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1743.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1744.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1745.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1746.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1747.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1748.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1749.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1750.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1751.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1752.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1753.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1754.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1755.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1756.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1757.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1758.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1759.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1760.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1761.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1762.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1763.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1764.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1765.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1766.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1767.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1768.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1769.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1770.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1771.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1772.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1773.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1774.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1775.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1776.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1777.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1778.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1779.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1780.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1781.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1782.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1783.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1784.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1785.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1786.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1787.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1788.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1789.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1790.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1791.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1792.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1793.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1794.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1795.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1796.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1797.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1798.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1799.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1800.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1801.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1802.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1803.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1804.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1805.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1806.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1807.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1808.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1809.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1810.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1811.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1812.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1813.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1814.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1815.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1816.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1817.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1818.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1819.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1820.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1821.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1822.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1823.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1824.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1825.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1826.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1827.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1828.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1829.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1830.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1831.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1832.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1833.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1834.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1835.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1836.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1837.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1838.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1839.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1840.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1841.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1842.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1843.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1844.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1845.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1846.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1847.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1848.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1849.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1850.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1851.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1852.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1853.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1854.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1855.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1856.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1857.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1858.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1859.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1860.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\1861.wav,0
